order_id	quantity	item_name	choice_description	item_price
1382	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Black Beans, Cheese, Guacamole]]"	$11.25
1384	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Guacamole]]"	$11.25
1388	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]"	$11.25
1390	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Cheese]]"	$8.75
1390	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Rice, Cheese]]"	$8.75
1391	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Guacamole]]"	$11.25
1392	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Cheese, Guacamole, Lettuce]]"	$11.25
1394	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Guacamole]]"	$11.25
1399	1	Chicken Bowl	"[Fresh Tomato Salsa, [Cheese, Rice, Black Beans]]"	$8.75
1400	1	Chicken Bowl	"[Fresh Tomato Salsa, [Guacamole, Sour Cream, Cheese, Rice, Fajita Vegetables]]"	$11.25
1402	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]"	$8.75
1404	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]]"	$8.75
1405	1	Chicken Bowl	"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]"	$8.49
1408	1	Chicken Bowl	"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Guacamole, Lettuce]]"	$10.98
1411	1	Chicken Bowl	"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Black Beans, Fajita Veggies, Guacamole]]"	$10.98
1411	1	Chicken Bowl	"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild)], [Rice, Pinto Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce]]"	$8.49
1413	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese]]"	$8.75
1413	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1422	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1425	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1427	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]"	$8.75
1430	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]"	$8.75
1437	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]"	$8.75
1438	1	Chicken Bowl	"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]"	$8.49
1439	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]"	$8.75
1440	1	Chicken Bowl	"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Guacamole, Lettuce]]"	$10.98
1444	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]"	$11.25
1445	1	Chicken Bowl	"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Guacamole, Lettuce]]"	$10.98
1455	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]"	$11.25
1458	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole, Fajita Vegetables]]"	$11.25
1460	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Rice, Cheese, Guacamole, Lettuce]]"	$11.25
1460	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Guacamole]]"	$11.25
1461	1	Chicken Bowl	"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Guacamole]]"	$11.25
1461	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1466	1	Chicken Bowl	"[Fresh Tomato (Mild), [Lettuce, Fajita Veggies, Pinto Beans, Rice, Sour Cream, Cheese]]"	$8.19
1470	1	Chicken Bowl	"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole]]"	$10.98
1470	1	Chicken Bowl	"[[Tomatillo-Green Chili Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Pinto Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole]]"	$10.98
1472	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]"	$11.25
1474	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole]]"	$11.25
1476	1	Chicken Bowl	"[[Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild)], [Rice, Black Beans, Fajita Veggies, Guacamole]]"	$10.98
1476	1	Chicken Bowl	"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild)], [Rice, Pinto Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce]]"	$8.49
1479	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]"	$8.75
1483	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1483	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream]]"	$8.75
1483	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1485	1	Chicken Bowl	"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]"	$8.49
1486	1	Chicken Bowl	"[Fresh Tomato Salsa, [Guacamole, Lettuce, Rice, Cheese, Sour Cream, Black Beans]]"	$11.25
1487	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]"	$8.75
1488	1	Chicken Bowl	"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]"	$8.49
1489	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]"	$8.75
1495	1	Chicken Bowl	"[[Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Guacamole]]"	$10.98
1496	1	Chicken Bowl	"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Fajita Veggies, Guacamole, Lettuce]]"	$10.98
1497	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1511	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice]]"	$8.75
1512	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]"	$11.25
1514	1	Chicken Bowl	"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1523	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1528	1	Chicken Bowl	"[Roasted Chili Corn Salsa (Medium), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]"	$8.49
1528	1	Chicken Bowl	"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]"	$8.49
1535	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce]]"	$8.75
1538	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]"	$11.25
1538	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]"	$11.25
1542	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1543	1	Chicken Bowl	"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Rice, Cheese, Sour Cream, Lettuce]]"	$8.49
1544	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]"	$8.75
1549	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]"	$8.75
1551	1	Chicken Bowl	"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]"	$11.25
1554	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1558	1	Chicken Bowl	"[Fresh Tomato Salsa, Cheese]"	$8.75
1560	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1560	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]"	$8.75
1561	1	Chicken Bowl	"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1561	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1567	1	Chicken Bowl	"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium)], [Rice, Fajita Veggies, Guacamole, Lettuce]]"	$10.98
1570	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]"	$8.75
1571	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Cheese, Lettuce, Guacamole]]"	$11.25
1574	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]"	$8.75
1576	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]]"	$8.75
1577	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]"	$8.75
1577	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce]]"	$8.75
1577	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]"	$11.25
1578	1	Chicken Bowl	"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]"	$8.49
1579	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]"	$8.75
1581	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]"	$8.75
1590	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Fajita Vegetables, Lettuce, Cheese, Sour Cream]]"	$8.75
1594	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Guacamole, Lettuce]]"	$11.25
1595	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]"	$8.75
1601	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Guacamole, Lettuce]]"	$11.25
1601	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1601	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1604	1	Chicken Bowl	"[[Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]"	$8.49
1605	1	Chicken Bowl	"[Tomatillo-Green Chili Salsa (Medium), [Rice, Cheese, Sour Cream, Lettuce]]"	$8.49
1606	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1607	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese, Guacamole]]"	$11.25
1611	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1618	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]"	$8.75
1620	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]"	$8.75
1625	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Black Beans, Guacamole, Lettuce]]"	$11.25
1626	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1627	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1629	1	Chicken Bowl	"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese]]"	$8.49
1631	1	Chicken Bowl	"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]"	$8.49
1632	1	Chicken Bowl	"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Sour Cream, Guacamole]]"	$10.98
1637	1	Chicken Bowl	"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]"	$8.49
1642	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]"	$8.75
1643	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]"	$8.75
1644	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]"	$8.75
1646	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce]]"	$11.25
1647	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1647	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1651	1	Chicken Bowl	"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]"	$8.75
1652	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]]"	$8.75
1653	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]"	$8.75
1655	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1660	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce]]"	$11.25
1661	1	Chicken Bowl	"[Fresh Tomato Salsa, [Guacamole, Sour Cream, Cheese, Rice, Fajita Vegetables]]"	$11.25
1664	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1666	1	Chicken Bowl	"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1671	1	Chicken Bowl	"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1672	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]"	$11.25
1673	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Lettuce, Guacamole]]"	$11.25
1674	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1675	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream]]"	$8.75
1678	1	Chicken Bowl	"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1679	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Lettuce]]"	$8.75
1682	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]"	$8.75
1683	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Lettuce]]"	$8.75
1685	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]"	$8.75
1687	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese]]"	$8.75
1691	1	Chicken Bowl	[White Rice]	$8.50
1691	1	Chicken Bowl	[White Rice]	$8.50
1694	1	Chicken Bowl	"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1698	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]]"	$8.75
1699	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Guacamole]]"	$11.25
1699	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]"	$11.25
1704	1	Chicken Bowl	"[Fresh Tomato Salsa, [Pinto Beans, Rice, Lettuce, Cheese]]"	$8.75
1708	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1712	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Lettuce]]"	$8.75
1713	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole]]"	$11.25
1717	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Black Beans, Pinto Beans, Guacamole, Lettuce]]"	$11.25
1725	1	Chicken Bowl	"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Guacamole]]"	$11.25
1728	1	Chicken Bowl	"[Fresh Tomato Salsa, [Guacamole, Lettuce]]"	$11.25
1732	1	Chicken Bowl	"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]"	$8.75
1733	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Guacamole, Lettuce]]"	$11.25
1734	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]"	$8.75
1735	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Guacamole]]"	$11.25
1737	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Black Beans, Guacamole]]"	$11.25
1742	1	Chicken Bowl	"[Fresh Tomato Salsa, [Pinto Beans, Rice, Cheese, Lettuce, Guacamole, Sour Cream, Fajita Vegetables]]"	$11.25
1744	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Guacamole, Lettuce]]"	$11.25
1745	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]"	$8.75
1747	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Black Beans, Sour Cream, Lettuce]]"	$8.75
1752	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream]]"	$8.75
1754	1	Chicken Bowl	"[Fresh Tomato Salsa, [Black Beans, Rice, Sour Cream, Cheese, Guacamole, Lettuce]]"	$11.25
1755	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese]]"	$8.75
1756	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Guacamole]]"	$11.25
1759	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]"	$8.75
1760	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce]]"	$11.25
1761	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]]"	$8.75
1766	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]"	$11.25
1768	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1771	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1771	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream]]"	$8.75
1779	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]"	$8.75
1786	1	Chicken Bowl	"[Fresh Tomato Salsa, Rice]"	$8.75
1786	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1786	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1786	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1786	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream, Lettuce]]"	$8.75
1788	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce, Guacamole]]"	$11.25
1789	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Sour Cream, Guacamole]]"	$11.25
1792	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]"	$11.25
1794	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce]]"	$8.75
1802	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1804	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]"	$8.75
1805	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]"	$11.25
1810	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Black Beans, Sour Cream, Cheese, Guacamole]]"	$11.25
1811	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]"	$8.75
1815	1	Chicken Bowl	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Guacamole, Lettuce]]"	$11.25
1819	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce]]"	$8.75
1820	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Guacamole]]"	$11.25
1822	1	Chicken Bowl	"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce]]"	$8.75
1823	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Sour Cream, Lettuce]]"	$8.75
1824	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce]]"	$11.25
1824	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Guacamole]]"	$11.25
1825	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce, Guacamole]]"	$11.25
1825	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Lettuce, Guacamole]]"	$11.25
1825	1	Chicken Bowl	"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]"	$8.75
1826	1	Chicken Bowl	"[Tomatillo Green Chili Salsa, [Rice, Black Beans]]"	$8.75
1827	1	Chicken Bowl	"[Roasted Chili Corn Salsa, [Cheese, Lettuce]]"	$8.75
1828	1	Chicken Bowl	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]"	$8.75
511	4	Chicken Burrito	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]"	$35.00
1443	4	Chicken Burrito	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]"	$35.00
1454	3	Chicken Burrito	[Fresh Tomato Salsa]	$26.25
1454	3	Chicken Burrito	"[Fresh Tomato Salsa, Rice]"	$26.25
68	2	Chicken Burrito	"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]"	$17.50
105	2	Chicken Burrito	"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]"	$17.50
481	2	Chicken Burrito	"[Fresh Tomato Salsa, Rice]"	$17.50
497	2	Chicken Burrito	"[Tomatillo Red Chili Salsa, [Cheese, Rice, Black Beans]]"	$17.50
581	2	Chicken Burrito	"[Fresh Tomato Salsa, Rice]"	$17.50
670	2	Chicken Burrito	"[Tomatillo Red Chili Salsa, Rice]"	$17.50
692	2	Chicken Burrito	"[Tomatillo-Red Chili Salsa (Hot), [Lettuce, Guacamole, Sour Cream, Cheese, Rice, Black Beans]]"	$21.96
747	2	Chicken Burrito	"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream]]"	$17.50
800	2	Chicken Burrito	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]"	$17.50
823	2	Chicken Burrito	"[Fresh Tomato Salsa, Rice]"	$17.50
826	2	Chicken Burrito	"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]"	$17.50
831	2	Chicken Burrito	"[Fresh Tomato Salsa, [Lettuce, Rice, Black Beans, Cheese]]"	$17.50
